sl_no,project_code,legacy_ocms_code,pmgid,project_name,state,implementing_agency,start_date,original_completion_date,revised_completion_date,original_cost,revised_cost,cumulative_expenditure,physical_progress,reporting_period,source_filename
244,Power Grid Corporation of India Limited [POWERGRID],615332,,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW][Jaisalmer/Barmer Complex] Part B [SPV Name POWERGRID Sirohi,Rajasthan,Transmission Limited],2024-08,2026-08,2026-12,3279,3279,918.12,26,2025-10,FlashReport_October_2025.pdf
267,,,,Bhopal Metro Rail Project (Madhya Pradesh Metro Rail Co Limited [MPMRCL]) (702625),Madhya Pradesh,,2018-11,2022-11,2028-06,6941.4,6941.4,3676.19,47,2025-10,FlashReport_October_2025.pdf
268,,,,Indore Metro Rail Project (Madhya Pradesh Metro Rail Co Limited [MPMRCL]) (702626),Madhya Pradesh,,2018-11,2022-11,2028-12,7500.8,7500.8,4223.43,57,2025-10,FlashReport_October_2025.pdf
269,,,,PCMC To Nigdi- Extension Of North South Corridor Of Phase-1 (Maharashtra Metro Rail Corporation Limited [MMRCL]) (617225),Maharashtra,,2023-10,2027-01,,910.18,910.18,147.84,26,2025-10,FlashReport_October_2025.pdf
270,,,,Pune Metro Phase-1 Extension line towards south from Swargate to Katraj (Maharashtra Metro Rail Corporation Limited [MMRCL]) (617226),Maharashtra,,2024-09,2029-03,,2954.53,2954.53,22.17,3,2025-10,FlashReport_October_2025.pdf
271,,,,Thane Integral Ring Metro Rail Project (Maharashtra Metro Rail Corporation Limited [MMRCL]) (617327),Maharashtra,,2024-09,2029-09,,12200.1,12200.1,7.77,3,2025-10,FlashReport_October_2025.pdf
272,,,,New Suburba Station Development Project (ministry of housing and urban affairs) (701745),Maharashtra,,2018-04,2022-07,,262.76,262.76,17.62,6,2025-10,FlashReport_October_2025.pdf
273,,,,Kalyan Station Precinct Imporvement Project (ministry of housing and urban affairs) (701991),Maharashtra,,2018-04,2023-07,,600,600,272.42,70,2025-10,FlashReport_October_2025.pdf
274,,,,Mumbai Metro Line 3 (Mumbai Metro Rail Corporation Limited [MMRC]) (702637),Maharashtra,,2013-07,2023-03,2025-08,23136,37276,31783.93,96,2025-10,FlashReport_October_2025.pdf
275,,,,Nagpur Metro Rail Phase II Development Project (Maharashtra Metro Rail Corporation Limited [MMRCL]) (702658),Maharashtra,,2022-12,2027-12,,6708,6708,1259.29,28,2025-10,FlashReport_October_2025.pdf
276,,,,Delhi Metro Rail Phase-IV [Rithala - Kundli Corridor] (Delhi Metro Rail Corporation Limited [DMRC]) (617206),"Multi-States (Delhi, Haryana)",,2025-01,2029-01,,6230.99,6230.99,72.38,0,2025-10,FlashReport_October_2025.pdf
277,,,,Delhi-Ghaziabad-Meerut Regional Rapid Transit System [RRTS] corridor (National Capital Region Transport Corporation [NCRTC]) (702633),"Multi-States (Delhi, Uttar Pradesh)",,2019-03,2025-06,2025-10,30274,30274,26612.45,95,2025-10,FlashReport_October_2025.pdf
278,,,,Kanpur Metro Rail Project (Uttar Pradesh metro rail corporation [UPMRC]) (702628),Uttar Pradesh,,2019-05,2024-05,2027-03,11076.48,11076.5,9093.83,76,2025-10,FlashReport_October_2025.pdf
279,,,,Agra Metro Rail Project (Uttar Pradesh metro rail corporation [UPMRC]) (702629),Uttar Pradesh,,2019-05,2024-05,2027-06,8379.62,8379.62,6067.88,63,2025-10,FlashReport_October_2025.pdf
280,Ministry of Housing & Urban Affairs,702674,,"ESR - 8 nos., distribution system - 216 Km, new house service connections - 38760",Andhra Pradesh,"nos. upgrading of feeder mains, pumping station etc. - Phase II",2017-02,2023-03,2025-12,172.22,172.22,799.74,82,2025-10,FlashReport_October_2025.pdf
281,,,,Dibrugarh Water Supply Infrastructure Project (Ministry of Housing & Urban Affairs) (702682),Assam,,2016-02,2023-03,2025-12,186.8,186.8,1664.41,100,2025-10,FlashReport_October_2025.pdf
282,,,,Muzaffarpur Storm Water Drainage Phase-I Project (Ministry of Housing & Urban Affairs) (702699),Bihar,,2016-11,2023-10,2025-12,158.78,158.78,602.5,83,2025-10,FlashReport_October_2025.pdf
283,,,,Storm water drainag Development Project (ministry of housing and urban affairs) (702355),Dadra & Nagar Haveli and Daman & Diu,,2020-08,2024-03,,210,210,0,20,2025-10,FlashReport_October_2025.pdf
284,,,,Upgradation of Sewerage system in Gandhinagar City (ministry of housing and urban affairs) (707267),Gujarat,,2020-07,2023-06,,200,200,100,10,2025-10,FlashReport_October_2025.pdf
285,,,,Sewerage Management Scheme Part-3 Implementation (Ministry of Housing & Urban Affairs) (702734),Haryana,,2017-03,2023-09,2026-03,278.01,278.01,2005.13,88,2025-10,FlashReport_October_2025.pdf
286,,,,Sewerage Management Scheme Part-3 Implementation (Ministry of Housing & Urban Affairs) (702735),Haryana,,2017-03,2023-03,2025-12,213.19,213.19,1430.38,91,2025-10,FlashReport_October_2025.pdf
287,,,,Dhanbad Water Supply Infrastructure Project (Ministry of Housing & Urban Affairs) (702741),Jharkhand,,2017-02,2023-03,2026-03,216.55,216.55,1057.8,72,2025-10,FlashReport_October_2025.pdf
288,,,,SAAP-3 Water Supply Infrastructure SAAP-3 Project (Ministry of Housing & Urban Affairs) (702742),Jharkhand,,2017-02,2023-10,2026-03,159.31,159.31,787.5,65,2025-10,FlashReport_October_2025.pdf
289,,,,Augmentation and Strenghthning of Urban Water Supply Phase 1 - SAAP 3 (Ministry of Housing & Urban Affairs) (702746),Jharkhand,,2017-02,2023-03,2026-03,278.28,278.28,1410,78,2025-10,FlashReport_October_2025.pdf
290,,,,Belgavi Improvement in Sewerage System Project (Ministry of Housing & Urban Affairs) (702760),Karnataka,,2015-12,2023-07,2025-12,162.73,162.73,721.71,80,2025-10,FlashReport_October_2025.pdf
291,,,,24/7 water supply under AMRUT for Davanagere (Ministry of Housing & Urban Affairs) (702764),Karnataka,,2016-11,2023-03,2025-12,174.96,174.96,923.02,65,2025-10,FlashReport_October_2025.pdf
292,,,,Indore Water Supply Infrastructure Project (Ministry of Housing & Urban Affairs) (702793),Madhya Pradesh,,2016-12,2023-03,2025-12,287.17,287.17,2271,99,2025-10,FlashReport_October_2025.pdf
293,,,,Jabalpur Sewerage Management and Treatment Infrastructure Project (Ministry of Housing & Urban Affairs) (702798),Madhya Pradesh,,2018-10,2023-03,2025-12,362.31,362.31,2930.96,93,2025-10,FlashReport_October_2025.pdf
294,,,,Satna Sewerage Management and Treatment Infrastructure Project (Ministry of Housing & Urban Affairs) (702808),Madhya Pradesh,,2015-11,2024-03,2025-12,191.56,191.56,1469.73,86,2025-10,FlashReport_October_2025.pdf
295,,,,Singrauli Sewerage Management and Treatment Infrastructure Project (Ministry of Housing & Urban Affairs) (702810),Madhya Pradesh,,2016-05,2023-03,2025-12,402.01,402.01,3175.93,90,2025-10,FlashReport_October_2025.pdf
296,,,,Kalyan-Dombivali Water Supply Infrastructure Project (Ministry of Housing & Urban Affairs) (702833),Maharashtra,,2016-07,2023-10,2025-12,194.2,194.2,1055.02,70,2025-10,FlashReport_October_2025.pdf
297,,,,Mira-Bhayandar Water Supply Infrastructure Project (Ministry of Housing & Urban Affairs) (702840),Maharashtra,,2016-11,2023-03,2025-12,204.55,204.55,1765.97,99,2025-10,FlashReport_October_2025.pdf
298,,,,Nagpur Water Supply Infrastructure Project (Ministry of Housing & Urban Affairs) (702842),Maharashtra,,2015-12,2023-03,2025-12,273.78,273.78,2409.09,99,2025-10,FlashReport_October_2025.pdf
299,,,,Pune Water Supply Infrastructure Project (Ministry of Housing & Urban Affairs) (702851),Maharashtra,,2017-03,2023-03,2025-10,235.95,235.95,1901.3,92,2025-10,FlashReport_October_2025.pdf
300,,,,Solapur Sewerage Management Infrastructure Project (Ministry of Housing & Urban Affairs) (702854),Maharashtra,,2017-03,2023-03,2025-12,180.24,180.24,1442.29,91,2025-10,FlashReport_October_2025.pdf
301,,,,Jalandhar Water Supply Infrastructure Project (Ministry of Housing & Urban Affairs) (703021),Punjab,,2016-11,2023-08,2026-03,258.53,258.53,1390.73,58,2025-10,FlashReport_October_2025.pdf
302,,,,Patiala Water Supply Infrastructure Part-2 Project (Ministry of Housing & Urban Affairs) (703057),Punjab,,2016-11,2023-10,2025-12,287,287,1416.38,74,2025-10,FlashReport_October_2025.pdf
303,,,,Jaunpur Sewerage Management Infrastructure Project (Ministry of Housing & Urban Affairs) (702948),Uttar Pradesh,,2017-03,2023-06,2025-12,235.73,235.73,1911.66,87,2025-10,FlashReport_October_2025.pdf
304,,,,Jhansi Water Supply Infrastructure Phase-II Project (Ministry of Housing & Urban Affairs) (702949),Uttar Pradesh,,2017-03,2023-07,2025-12,561.74,561.74,4045.35,91,2025-10,FlashReport_October_2025.pdf
305,Central Public Works Department (CPWD,617280,,Construction of Basement + Ground Floor+ 10 Storeyed building for State of the Art,West Bengal,"Director General, GSI Building at plot No.GN-40, Sector-V, Salt Lake, Kolkata",2019-04,2026-08,,255.37,255.37,85.9,42,2025-10,FlashReport_October_2025.pdf
306,,,,Rakha Underground Mining Project (Hindustan Copper Limited [HCL]) (611798),Jharkhand,,2022-12,2033-03,,2705,2705,0,0,2025-10,FlashReport_October_2025.pdf
307,,,,Surda Underground Copper Mining Project (Hindustan Copper Limited [HCL]) (611800),Jharkhand,,2022-02,2028-03,,665.02,665.02,23.43,1,2025-10,FlashReport_October_2025.pdf
308,,,,Expansion of Malanjkhand Copper Project (Hindustan Copper Limited [HCL]) (400426),Madhya Pradesh,,2011-09,2020-04,2026-04,1856.36,1856.36,940.27,81,2025-10,FlashReport_October_2025.pdf
309,National Aluminium Company Limited [NALCO],400141,,Expansion of Alumina Refinery Plant with addition of 5th Stream having capacity,Odisha,enhancement of 1.0 Million Tonee Per Annum,2017-04,2022-12,2025-09,4103,5677.4,4196.32,78,2025-10,FlashReport_October_2025.pdf
310,,,,Pottangi Bauxite Mines Project (National Aluminium Company Limited [NALCO]) (400299),Odisha,,2018-05,2025-03,2026-05,1381,1960.77,650.04,51,2025-10,FlashReport_October_2025.pdf
311,,,,UTKAL D AND E COAL BLOCK (National Aluminium Company Limited [NALCO]) (709829),Odisha,,,2025-03,,1021.97,1021.97,0,0,2025-10,FlashReport_October_2025.pdf
312,Ministry of Mines,709830,,CONVERSION OF FLAT BOTTOM SETTLERS AND WASHERS WITH A SINGLE,Odisha,TRAIN OF HRDS AND DCWS IN STREAMS 1 AND,,2026-11,,355,581,0,0,2025-10,FlashReport_October_2025.pdf
313,National Aluminium Company Limited [NALCO],709831,,SOURCING OF BAUXITE ARRANGEMENT FOR 5TH STREAM ALUMINA,Odisha,REFINERY FROM SOUTH BLOCK MINING LEASE OF PANCHPATMAILI MINES,2017-11,2025-05,2026-06,483,483,411.79,90,2025-10,FlashReport_October_2025.pdf
314,,,,25.5 MW WIND POWER PROJECT AT KAYATHAR IN TAMILNADU (National Aluminium Company Limited [NALCO]) (709832),Tamil Nadu,,2017-09,2025-03,2026-03,166,166,135,65,2025-10,FlashReport_October_2025.pdf
315,Central Tribal University of Andhra Pradesh,613008,,Construction of Permanent Campus of Central Tribal University of Andhra Pradesh,Andhra Pradesh,Phase-1,2019-09,2027-06,,305,305,19.96,32,2025-10,FlashReport_October_2025.pdf
316,"National Institute of Technology, Arunachal Pradesh",612898,,Construction of Permanent Campus of National Institute of Technology Arunachal,Arunachal Pradesh,Pradesh,2009-09,2026-08,,592.61,592.61,550.27,80,2025-10,FlashReport_October_2025.pdf
317,,,,Tezpur University Projects (Tezpur University) (606112),Assam,,2019-05,2023-11,2025-10,153.71,153.71,124.33,97,2025-10,FlashReport_October_2025.pdf
318,,,,Additional Campus of NITPatna (NIT Patna) (606013),Bihar,,2022-07,2024-07,2026-01,499.21,499.21,441.47,99,2025-10,FlashReport_October_2025.pdf
319,National Institute of Technology Delhi,612851,,"Phase 1B - Construction of Academic Block, Hostel, Residential Tower, Directors Residence and External Development works at National Institute of Technology, Delhi",Delhi,"Campus on Engineering, Procurement and Construction basis",2009-09,2025-09,,333.49,336.42,291.33,97,2025-10,FlashReport_October_2025.pdf
320,,,,Delhi University Eastern Campus at Surajmal Vihar (Delhi University) (616886),Delhi,,2024-09,2026-10,,373,373,21.63,16,2025-10,FlashReport_October_2025.pdf
321,Central University of Gujarat,612916,,Construction of permanent campus of Central University of Gujarat at Village,Gujarat,"kundhela, Dist. Vadodara, Gujarat.",2020-12,2025-03,2026-03,490.63,490.63,313.84,80,2025-10,FlashReport_October_2025.pdf
322,,,,"Establishment of Permanent campus Phase 1 of IIM Sirmaur (Indian Institute of Management, Sirmaur) (602099)",Himachal Pradesh,,2018-09,2023-10,2026-02,392.51,454.78,326.24,93,2025-10,FlashReport_October_2025.pdf
323,,,,"Hostel blocks & dining hall block (Indian Institute of Technology, Mandi) (612128)",Himachal Pradesh,,2023-03,2026-03,2026-03,166.66,166.66,85.92,73,2025-10,FlashReport_October_2025.pdf
324,"Central University, Himachal Pradesh",612894,,"Construction of Permanent Campus of Central University of Himachal Pradesh at Dehra, District - Kangra, [H.P.] on Engineering. Procurement and Construction [EPC",Himachal Pradesh,Mode 1] Basis.,2021-03,2024-11,2025-11,251.98,300.45,183.47,80,2025-10,FlashReport_October_2025.pdf
325,"Indian Institute of Management, Jammu",602098,,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota,",Jammu and Kashmir,"Jammu, J&K",2019-03,2023-06,2025-11,424.93,500.91,484.52,96,2025-10,FlashReport_October_2025.pdf
326,IISC Bangalore,610940,,"Additional Infrastructure at IISc Bangalore-RCC Monolithic for Men Hostel S14, Women Hostel S11 , Postdoctoral Hostel S12 2 Block , International Hostel S 12 ,",Karnataka,D&E Block S 12 2 Block FR.,2021-08,2024-03,2025-12,420.41,420.41,364.44,99,2025-10,FlashReport_October_2025.pdf
327,INDIAN INSTITUTE OF TECHNOLOGY PALAKKAD,606431,,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE,Kerala,1A,2017-07,2022-06,2026-11,1006.45,1217.4,641.73,74,2025-10,FlashReport_October_2025.pdf
328,"Indian Institute of Technology, Indore",611957,,"Phase III A works at IIT Indore [03 Hostels, 01 Studio Apartment, 01 Housing, Heavy & Sophisticated lab complex, Academic POD and Infrastructure for center of",Madhya Pradesh,excellence],2023-12,2027-02,,496.28,496.28,38.62,37,2025-10,FlashReport_October_2025.pdf
329,,,,"Hostel 4 -Earlier Known as Hostel 20 (Indian Institute of Technology, Bombay) (612135)",Maharashtra,,2022-09,2025-09,2025-12,182.33,182.33,156.51,98,2025-10,FlashReport_October_2025.pdf
330,,,,"Academic Block 1 & 2 (Indian Institute of Technology, Bombay) (612203)",Maharashtra,,2022-09,2026-07,2027-03,68,263.93,27.4,20,2025-10,FlashReport_October_2025.pdf
331,"National Institute of Technology, Meghalaya",612885,,Construction and Developement of National Institute of Technology Meghalaya,Meghalaya,Permanent Campus at Sohra,2009-09,2022-03,2025-07,494.52,494.52,419.57,89,2025-10,FlashReport_October_2025.pdf
332,,,,"Construction of Permanent Campus for NIT Mizoram at Lengpui, Aizawl (NIT Mizoram) (612876)",Mizoram,,2009-09,2029-12,2029-12,474.23,474.23,167.55,4,2025-10,FlashReport_October_2025.pdf
333,,,,Establishment of NIT Nagaland (NIT Nagaland) (613013),Nagaland,,2009-09,2025-12,,275.63,275.63,261.24,97,2025-10,FlashReport_October_2025.pdf
334,,,,"IISER BERHAMPUR (Indian Institutes of Science Education and Research, Behrampur) (610315)",Odisha,,2018-10,2021-03,2025-12,1229.32,773.76,838.21,97,2025-10,FlashReport_October_2025.pdf
335,,,,"Establishment of NIT Puducherry Permanent Campus [Phase-I and Phase-II] (National Institute of Technology, Puducherry) (612877)",Puducherry,,2009-09,2024-12,2025-08,618.34,544.34,529.9,96,2025-10,FlashReport_October_2025.pdf
336,"Indian intitue of Management, Amritsar",605292,,"Construction of Permanent Campus of Indian Institute of Management [IIM] Amritsar,",Punjab,"Punjab, Phase-I",2019-10,2023-06,2025-12,348.31,348.31,290.39,91,2025-10,FlashReport_October_2025.pdf
337,Central University of Punjab,617221,,"Construction of Girls Hostel 400 seater, Boys Hostel 600 seater, Academic Block,",Punjab,"International Hostel 100 seater, VC Residence and Purchase of Equipment",2024-08,2027-10,,210.99,210.99,0,0,2025-10,FlashReport_October_2025.pdf
338,Sikkim University,609736,,"Construction of Sikkim University Campus Phase-I Package-II at Yangang, South",Sikkim,Sikkim,2020-08,2025-01,2026-03,314.06,314.06,238.22,85,2025-10,FlashReport_October_2025.pdf
339,,,,Establishment of Permanent Campus of NIT SIkkim at Khamdong-Gangtok District (NIT Sikkim) (612883),Sikkim,,2024-02,2028-02,2026-12,685.76,610.76,121.56,14,2025-10,FlashReport_October_2025.pdf
340,,,,"Construction of Precast housing and hostels at IIT Hyderabad (Indian Institute of Technology, Hyderabad) (609996)",Telangana,,2022-09,2024-10,2026-01,262,262,186.49,79,2025-10,FlashReport_October_2025.pdf
341,,,,Banaras Hindu University [ Kayakalp of Institute of Medical Sciences] (Banaras Hindu University) (606479),Uttar Pradesh,,2020-06,2022-09,2026-03,246,246,198.02,96,2025-10,FlashReport_October_2025.pdf
342,National Institute of Technology Uttarakhand,611963,,Construction & Development of Infrastructural Facilities in the main campus of NIT,Uttarakhand,"Uttarakhand at Sumari, Pauri Garhwal",2020-06,2027-09,,650.85,650.85,195.52,33,2025-10,FlashReport_October_2025.pdf
343,"Indian Institute of Technology, Kharagpur",609019,,"HEFA projects on development of student hostels, playgrounds, departmental",West Bengal,"buildings, class room complex and other campus facilities in IIT Kharagpur",2018-06,2023-03,2026-03,500,442,390.6,89,2025-10,FlashReport_October_2025.pdf
344,,,,"National Sports University [NSU], Imphal [Manipur] (Department of Sports & Youth Affairs) (400081)",Manipur,,,2024-08,2025-11,906.47,611.74,553.38,94,2025-10,FlashReport_October_2025.pdf
345,,,,Construction of Aviation Fuel farm Facilities at Bhogapuram Airport (Ministry of Petroleum & Natural Gas) (616235),Andhra Pradesh,,2024-08,2026-03,2026-03,240,240,61.94,77,2025-10,FlashReport_October_2025.pdf
346,,,,"Construction of LPG Facilities at Kamardanga, Assam (Hindustan Petroleum Corporation Limited) (709754)",Assam,,2023-03,2027-07,2027-07,156.36,156.36,63.31,50,2025-10,FlashReport_October_2025.pdf
347,,,,"Setting up of new rail fed POL facility at Kamardanga, Assam (Hindustan Petroleum Corporation Limited [HPCL]) (709755)",Assam,,2023-03,2027-07,2027-07,384.04,384.04,142.28,57,2025-10,FlashReport_October_2025.pdf
348,Bharat Petroleum Corporation Limited [BPCL],400235,,"Setting up a common user Petroleum Terminal at Jammu, J&K for resitement of",Jammu and Kashmir,existing PSU OMC's Depots from Jammu City,2023-04,2025-03,2026-01,676.89,715.89,550.45,84,2025-10,FlashReport_October_2025.pdf
349,,,,"Andheri Residential Towers, Mumbai (Ministry of Petroleum & Natural Gas) (604833)",Maharashtra,,2017-06,2025-05,2026-06,281.35,389.67,238.39,51,2025-10,FlashReport_October_2025.pdf
350,,,,Srikakulam Angul Gas Pipeline Project (Ministry of Petroleum & Natural Gas) (701343),"Multi-States (Andhra Pradesh, Odisha)",,2019-09,2022-07,2025-12,2658.34,2810,2282.98,96,2025-10,FlashReport_October_2025.pdf
351,,,,Rajasthan Refinery Project (MinistryofPetroleumNaturalGas) (701263),"Multi-States (Arunachal Pradesh, Gujarat, Rajasthan)",,2017-10,2022-10,2026-03,43129,79459,61926.61,89,2025-10,FlashReport_October_2025.pdf
352,Ministry of Petroleum & Natural Gas,701349,,Paradip-Numaligarh Crude Oil Pipeline [PNCPL] & Crude Oil Import Terminal [COIT],"Multi-States (Assam, Bihar, Jharkhand, Odisha, West Bengal)",at Paradip,2019-01,2024-07,2026-03,10228,11407,9921.29,88,2025-10,FlashReport_October_2025.pdf
353,,,,New Mundra Panipat Crude Oil Pipeline (Ministry of Petroleum & Natural Gas) (400078),"Multi-States (Gujarat, Haryana, Rajasthan)",,2021-12,2024-12,2025-12,9028,9028,7292.34,86,2025-10,FlashReport_October_2025.pdf
354,,,,Kandla Gorakhpur LPG Pipeline (Ministry of Petroleum & Natural Gas) (400012),"Multi-States (Gujarat, Madhya Pradesh, Uttar Pradesh)",,2018-12,2021-12,2025-12,10088,10088,8059.53,93,2025-10,FlashReport_October_2025.pdf
355,,,,"Multi Product Pipeline from Irugur to Devangonthi (Department of Water Resources, River Development & GR) (400301)","Multi-States (Karnataka, Tamil Nadu)",,2012-11,2017-02,2026-09,678,1732,800.88,73,2025-10,FlashReport_October_2025.pdf
356,,,,"Petrochemical evacuation marketing terminal at Barmer, Rajasthan (Hindustan Petroleum Corporation Limited [HPCL]) (709759)",Rajasthan,,2023-12,2026-12,2026-12,461.05,461.05,145.12,64,2025-10,FlashReport_October_2025.pdf
357,Ministry of Petroleum & Natural Gas,400043,,Laying of POL Pipelines in Common Corridor for proposed grass root terminal at,Tamil Nadu,Vallur [Chennai],2022-01,2026-05,2026-05,829,829,327.86,67,2025-10,FlashReport_October_2025.pdf
358,,,,"Grass root POL Terminal at Vallur, Chennai (Indian Oil Corporation Limited [IOCL]) (400077)",Tamil Nadu,,2022-01,2024-12,2026-03,827,887.71,638.71,89,2025-10,FlashReport_October_2025.pdf
359,Indian Oil Corporation Limited [IOCL],400035,,"Grass Root Rail-fed Depot at Sekerkote, Agartala as resitement of existing",Tripura,Dharmanagar Depot,2022-06,2025-09,2026-06,656,656,509.92,89,2025-10,FlashReport_October_2025.pdf
360,,,,"Grass-root Terminal at Mirzapur, Uttar Pradesh (Ministry of Petroleum & Natural Gas) (604852)",Uttar Pradesh,,2022-09,2026-11,2026-11,980.45,980.45,227.04,57,2025-10,FlashReport_October_2025.pdf
361,,,,KG-DWN-98/2 Cluster - II Development Project - NELP Block (Oil and Natural Gas Corporation Limited [ONGC]) (400120),Andhra Pradesh,,2016-03,2020-06,2026-06,34012,34012,32184.03,96,2025-10,FlashReport_October_2025.pdf
362,,,,HP-COAT [Crude to Olefins and Aromatics Technology] demo unit at Visakh Refinery (Hindustan Petroleum Corporation Limited) (709752),Andhra Pradesh,,2021-09,2024-06,2026-03,160,220,92.6,76,2025-10,FlashReport_October_2025.pdf
363,,,,"City Gas Distribution Project at Kurnool, Guntur & Prakasam Districts (MinistryofPetroleumNaturalGas) (709766)",Andhra Pradesh,,2022-03,2030-03,2030-03,1420,1420,167.02,6,2025-10,FlashReport_October_2025.pdf
364,,,,Numaligarh Refinery Expansion Project (Ministry of Petroleum & Natural Gas) (604791),Assam,,2020-07,2024-07,2025-12,12366,22494,17659.09,78,2025-10,FlashReport_October_2025.pdf
365,Ministry of Petroleum & Natural Gas,604863,,Development of Surface Facilities for production and evacuation of Crude Oil and,Assam,Natural Gas from Nadua and East Khagorija,2018-01,2020-02,2025-12,682.9,726.93,491.64,94,2025-10,FlashReport_October_2025.pdf
366,Ministry of Petroleum & Natural Gas,607701,,"Guwahati Refinery Expansion [1.0 to 1.2 MMTPA] along with installation of CRU,",Assam,Guwahati Refinery,2021-05,2023-10,2026-05,412.3,577,445.73,87,2025-10,FlashReport_October_2025.pdf
367,Ministry of Petroleum & Natural Gas,616858,,"Construction of Field Gas Gathering Station at Baghjan area for collection, processing",Assam,& transportation of natural Gas to be produced from Baghjan Field,2020-12,2024-03,2025-12,430.76,430.76,330.99,87,2025-10,FlashReport_October_2025.pdf
368,,,,Augmentation/Revamping of Facilities at existing Guwahati Terminal at Betkuchi (MinistryofPetroleumNaturalGas) (709776),Assam,,2022-04,2026-09,2026-09,277,323.09,188.04,68,2025-10,FlashReport_October_2025.pdf
369,,,,Capacity Expansion of Digboi Refinery from 0.65 to 1.0 MMTPA (MinistryofPetroleumNaturalGas) (709779),Assam,,2022-06,2026-03,2027-07,768,740,123.97,44,2025-10,FlashReport_October_2025.pdf
370,,,,Pipeline Network Project Rudrasagar (Ministry of Petroleum & Natural Gas) (709847),Assam,,2023-01,2026-04,2026-04,344.99,344.99,215.98,48,2025-10,FlashReport_October_2025.pdf
371,,,,Borholla GGS Life Extension Project [BLEP] (Ministry of Petroleum & Natural Gas) (709850),Assam,,2023-09,2026-05,2026-05,198.7,198.7,50.26,40,2025-10,FlashReport_October_2025.pdf
372,,,,DCU Revamp Project (NRL) (709864),Assam,,2021-08,2024-07,2026-06,370,370,266.35,64,2025-10,FlashReport_October_2025.pdf
373,,,,Power Recovery Turbine [PRT] in PFCCU unit as an Energy Conservation Scheme (NRL) (709865),Assam,,2023-04,2024-12,2025-12,293.5,293.5,97.22,96,2025-10,FlashReport_October_2025.pdf
374,,,,"Setting up of LPG Plant with Rail Unloading Facility at Hathua, Dist. Gopalganj, Bihar (MinistryofPetroleumNaturalGas) (617304)",Bihar,,2023-10,2027-03,2027-03,340.15,340.15,107.35,29,2025-10,FlashReport_October_2025.pdf
375,,,,Barauni Refinery Capacity Expansion from 6.0 to 9.0 MMTPA (Ministry of Petroleum & Natural Gas) (701324),Bihar,,2020-01,2023-04,2026-08,14810,16724,12138.96,88,2025-10,FlashReport_October_2025.pdf
376,MinistryofPetroleumNaturalGas,709777,,Installation of Bitumen Manufacturing Unit along with allied facilities at Barauni,Bihar,Refinery,2022-01,2025-04,2026-10,389.35,340,73.97,47,2025-10,FlashReport_October_2025.pdf
377,Bharat Petroleum Corporation Limited [BPCL],709792,,"City Gas Distribution Projects at Darbhanga, Madhubani, Supaul, Sitamarhi and",Bihar,Sheohar districts,2022-12,2030-03,2030-03,3638,3638,422.37,29,2025-10,FlashReport_October_2025.pdf
378,Bharat Petroleum Corporation Limited [BPCL],709793,,"City Gas Distribution Projects at Gopalganj, Siwan, West Champaran, East",Bihar,Champaran and Deoria districts,2022-12,2030-06,2030-06,3919,3919,421.98,20,2025-10,FlashReport_October_2025.pdf
379,,,,Redevelopment of Sobhasan Complex (Oil and Natural Gas Corporation Limited [ONGC]) (400087),Gujarat,,2021-08,2026-02,2026-02,885.63,1286.67,876.53,79,2025-10,FlashReport_October_2025.pdf
380,,,,Redevelopment of Santhal Field [Onshore-Mehsana Asset] (Oil and Natural Gas Corporation Limited [ONGC]) (400167),Gujarat,,2017-02,2026-03,2026-03,1162.56,1162.56,1139.5,94,2025-10,FlashReport_October_2025.pdf
381,,,,Redevelopment of Linch Field (Oil and Natural Gas Corporation Limited [ONGC]) (400169),Gujarat,,2021-04,2025-03,2026-03,631.03,860.04,572.74,85,2025-10,FlashReport_October_2025.pdf
382,,,,Petrochemical and Lube Integration Project at Gujarat Refinery (Ministry of Petroleum & Natural Gas) (701329),Gujarat,,2020-09,2024-08,2026-06,18936,17825,12779.56,84,2025-10,FlashReport_October_2025.pdf
383,,,,Installation of new Biturox Unit along with allied facilities at Gujarat Refinery (MinistryofPetroleumNaturalGas) (709778),Gujarat,,2022-01,2025-08,2026-09,328.29,287,172.32,65,2025-10,FlashReport_October_2025.pdf
384,,,,Commercial Polymer Flooding Project in Bechraji field (Oil and Natural Gas Corporation Limited [ONGC]) (709838),Gujarat,,2022-01,2024-11,2027-05,621.4,739.02,137.73,24,2025-10,FlashReport_October_2025.pdf
385,,,,"Restoration of Gas Terminal, Phase-I [Part-A], Hazira (Oil and Natural Gas Corporation Limited [ONGC]) (709840)",Gujarat,,2022-05,2025-02,2025-12,249.43,249.43,210.42,95,2025-10,FlashReport_October_2025.pdf
386,,,,Old Pipe Line Replacement [OPRP] Group-A (Oil and Natural Gas Corporation Limited [ONGC]) (709841),Gujarat,,2021-07,2025-07,2026-03,173.03,169.84,152.39,89,2025-10,FlashReport_October_2025.pdf
387,,,,"Kalol Redevelopment Project, Ahmedabad Asset (Oil and Natural Gas Corporation Limited [ONGC]) (709842)",Gujarat,,2022-08,2027-03,2027-03,1487.41,1487.41,937.5,62,2025-10,FlashReport_October_2025.pdf
